2.421830731448152640e+00,1.559736122478675213e+00,2.401010457736278136e-01,-1.260649187014873052e+00
-1.645172597553442984e+01,3.050783793874991545e-01,-1.110475920733321242e+00,1.714134331521878352e+01
-2.866976562643201021e+01,-5.899957054926909805e-01,-2.264077273118246136e+00,2.800036104150114014e+01
-3.252433222910638477e+01,-9.547814369487487296e-01,-3.173751986068777509e+00,2.915241204922409324e+01
-3.146802932055705426e+01,-8.810681876549129043e-01,-3.850646975571835107e+00,2.438048192373275569e+01
-3.006888963427269346e+01,-6.286688803994974206e-01,-4.092690345125726381e+00,1.937312892418596633e+01
-3.036616565279804547e+01,-4.327482661522750740e-01,-3.407685445051329420e+00,1.748623468307201634e+01
-3.179205995461162715e+01,-3.923963685092779485e-01,-1.411065694670199377e+00,1.872386907682619750e+01
-3.328192231895831554e+01,-5.619655410159126729e-01,1.554924019158123949e+00,2.133263344803406625e+01
-3.449750007417988940e+01,-1.112461812429145658e+00,4.254780046496947854e+00,2.351980570292891670e+01
-3.543306804239532681e+01,-2.255600158625997054e+00,5.232288899931088366e+00,2.423980665143843183e+01
-3.588970106652797654e+01,-3.854720388734342418e+00,3.882298667010063209e+00,2.349889097447404041e+01
-3.564676872736561819e+01,-5.128274434243718538e+00,9.926046967219537276e-01,2.228632903566440859e+01
-3.471299418402875148e+01,-4.960736074615867075e+00,-1.749523594279798200e+00,2.181168393743735479e+01
-3.325621659873647218e+01,-2.782603471063600509e+00,-2.873184876904594010e+00,2.256749314469510992e+01
-3.161238720427387605e+01,6.893751529924101451e-01,-1.966542835918159371e+00,2.421576769625061942e+01
-3.037784008311824380e+01,3.591327895244600832e+00,2.888964112719453747e-01,2.616774570102342068e+01
-3.002281901232520056e+01,3.994688354749938775e+00,2.704450558218811640e+00,2.779906223657218334e+01
-3.025855639810561826e+01,1.228342893015420101e+00,4.244112223271382156e+00,2.819197797393765370e+01
-3.021461846194898726e+01,-3.509925733116024738e+00,4.405951186061043856e+00,2.644206609884487946e+01
-2.945677448953296107e+01,-7.751558774918722250e+00,3.329346109836825551e+00,2.271809203624213680e+01
-2.841816452233816293e+01,-9.209558263941655554e+00,1.742565852662417258e+00,1.871139140132880385e+01
-2.755431548785083606e+01,-7.109040932714258076e+00,7.220800152851621911e-01,1.656402379471229480e+01
-2.653742857944554601e+01,-2.557752957326046683e+00,1.163024147003847597e+00,1.729822535239893355e+01
-2.480407729911073744e+01,2.138333492643790024e+00,3.113054767355548869e+00,2.026583533658525482e+01
-2.266451157452182130e+01,4.667900062722846855e+00,5.488623110483107581e+00,2.370984802141138204e+01
-2.133588187190292018e+01,3.778851812182817405e+00,6.625942239146709767e+00,2.560898044115118566e+01
-2.189911656601281109e+01,-1.700632085048615627e-01,5.449580595526288818e+00,2.455125709262894418e+01
-2.451195316229882337e+01,-5.342770443133325386e+00,2.380890008652418288e+00,2.068185724533762126e+01
-2.837424377080352755e+01,-9.264037123458487955e+00,-7.923349683235162422e-01,1.598818638146520499e+01
-3.190292074328338501e+01,-1.007874354334216527e+01,-2.047717361559978411e+00,1.313202697712865152e+01
-3.312627078819869553e+01,-7.555796403251130222e+00,-4.762234010137967322e-01,1.359391987325127182e+01
-3.081253330909980193e+01,-3.129727791624280719e+00,3.033876145869239149e+00,1.687896230332016145e+01
-2.569210987796073198e+01,1.096792963734988469e+00,6.212147946230428985e+00,2.125364571578545636e+01
-2.021342103550823666e+01,3.616557908968855095e+00,6.747488732637402009e+00,2.481998609115145271e+01
-1.672147372745752492e+01,4.084685233979579166e+00,3.820738046037311264e+00,2.607791073721441677e+01
-1.593873439283476046e+01,2.966432337950562381e+00,-1.183566770369234744e+00,2.439793354219949961e+01
-1.711695588219872732e+01,9.191761716646854596e-01,-5.418592106769347438e+00,2.059734556182204201e+01
-1.905782916940921368e+01,-1.398566357854298392e+00,-6.399814823621968962e+00,1.672469173753053440e+01
-2.066016599674893683e+01,-3.152768697447331014e+00,-3.664689438350722916e+00,1.465432568450626150e+01
-2.105901900174366403e+01,-3.410479636840643369e+00,9.315942709159255042e-01,1.477707415196015361e+01
-2.002342888580202285e+01,-1.738684988342695137e+00,4.491874885134086171e+00,1.614819278180599582e+01
-1.824890533524767022e+01,1.203160644039458660e+00,4.980178171289219691e+00,1.761233142279009911e+01
-1.679663242390702749e+01,3.838669917559136557e+00,2.384767110902241694e+00,1.848621874091487527e+01
-1.616471989034377899e+01,4.687773703062302566e+00,-1.604192724431885209e+00,1.852633157526835816e+01
-1.615185986342314095e+01,3.409320884229418702e+00,-4.978471519215329266e+00,1.791359072876141312e+01
-1.647256061000103600e+01,9.781204265117774410e-01,-6.674472376786390271e+00,1.732550830704594347e+01
-1.702351219045768715e+01,-1.107718009227192102e+00,-6.806069969727154501e+00,1.749769784623820001e+01
-1.755001386809467689e+01,-1.880134878217732730e+00,-5.974058717341835134e+00,1.847650383681573061e+01
-1.760284108986697760e+01,-1.426378363944009520e+00,-4.546101838332764267e+00,1.953098907102391735e+01
-1.707485939807314423e+01,-6.360252985368193279e-01,-2.625705485767577674e+00,1.983066972980237352e+01
-1.643421023052489005e+01,-4.643793854185157555e-01,-5.363648729639960422e-01,1.892739851792689620e+01
-1.618529342323093800e+01,-1.229818247484007587e+00,9.608728382965305848e-01,1.670039338038236920e+01
-1.634742634792671723e+01,-2.410688690396169953e+00,1.149270523471370486e+00,1.350571978964734221e+01
-1.664216587295844363e+01,-3.103878292738913025e+00,9.633965748357800618e-02,1.063650733610070986e+01
-1.691099120170888881e+01,-2.794611629538165332e+00,-1.165218917918971808e+00,9.934727826813542606e+00
-1.712779427271306076e+01,-1.768681349446895368e+00,-1.304584275796828896e+00,1.218008526450085327e+01
-1.728703359438902609e+01,-8.202924960288815459e-01,3.190805959783535872e-01,1.596432535939511332e+01
-1.756362211648742999e+01,-6.056709602813955540e-01,3.147636098038242292e+00,1.869641228610475636e+01
-1.828001749167920309e+01,-1.250904292381251226e+00,5.762270379101018136e+00,1.881174520235979486e+01
-1.926689909266284673e+01,-2.399908191831691795e+00,6.791344972081346576e+00,1.681571407238817173e+01
-1.944883428904664058e+01,-3.462524313669392839e+00,5.772442806456281161e+00,1.441518202122161973e+01
-1.768315054046611579e+01,-3.904855340269835828e+00,3.454866514345328099e+00,1.308981630495690140e+01
-1.416493535345151678e+01,-3.597210803544455882e+00,1.384989725027353513e+00,1.335180538190970445e+01
-1.056819992284511756e+01,-3.018285740137683248e+00,1.002475659116719209e+00,1.473578987394167683e+01
-8.518994100468262332e+00,-2.930378171882634497e+00,2.736729979946211255e+00,1.632461172655271042e+01
-8.094885042041481071e+00,-3.602360917183789368e+00,5.626018864977775813e+00,1.773587077107771393e+01
-7.918303688684973807e+00,-4.337896002640264648e+00,7.760657953477214654e+00,1.971538044610767670e+01
-6.549655557450713594e+00,-3.950761287571058045e+00,7.436580059732339265e+00,2.317856642490404440e+01
-3.882454372689880806e+00,-1.860518970666166005e+00,4.410995636848292101e+00,2.734425587916042844e+01
-1.634409389368796095e+00,1.223176503281178995e+00,3.528141072587857030e-01,2.944555405318671504e+01
-2.504170337997889906e+00,3.675495743020665618e+00,-2.092331512538006422e+00,2.706907293905794987e+01
-8.092597383484569917e+00,4.052136304606236195e+00,-1.183319382346690096e+00,2.071206962733414869e+01
-1.699238414713049394e+01,2.042783880151703091e+00,2.477077686513985633e+00,1.349907033396192801e+01
-2.516695418182102983e+01,-1.302513240869539235e+00,6.195784350312501410e+00,8.366097139685296113e+00
-2.888007193037713094e+01,-4.106369112179064196e+00,7.080519462367165673e+00,5.874865883601264827e+00
-2.751842956861731082e+01,-4.653358972895204282e+00,4.150162466136702477e+00,4.588431815293934513e+00
-2.355281873036257068e+01,-2.372300684311904995e+00,-9.478842163891184613e-01,2.907772955252729385e+00
-2.004888075124930324e+01,1.752526905642854960e+00,-5.109862947676825584e+00,4.051374444435980049e-01
-1.848931617034175900e+01,5.723074944244163298e+00,-5.904202164824638999e+00,-2.033035327776502310e+00
-1.851713787776369458e+01,7.782187879940843267e+00,-3.117085949187736738e+00,-2.987977115831093933e+00
-1.886452825649187659e+01,7.511684999057078649e+00,1.276261453549762948e+00,-1.750468453586649709e+00
-1.834172941794718881e+01,5.940030813220784189e+00,4.552787996778064894e+00,8.795264984656353535e-01
-1.665838845149549385e+01,4.600684529018845836e+00,5.010003696975613430e+00,3.173699636348209729e+00
-1.481110212207637744e+01,4.315276985523708753e+00,2.854616622158290262e+00,3.988902755755771690e+00
-1.433480639682565894e+01,4.657332658754147481e+00,-2.660820066983665688e-01,3.504076141577309844e+00
-1.570893740256968840e+01,4.489910015240667462e+00,-2.544808099567710258e+00,2.485231900361964286e+00
-1.762991426367230829e+01,3.126124497528461887e+00,-3.086409149719130607e+00,1.393578306786936505e+00
-1.815031579462214495e+01,1.138081813891396621e+00,-2.163683985695704859e+00,5.522831824606053708e-01
-1.640843705734481262e+01,5.487298101673123568e-02,-8.007246603253233008e-01,6.201358109140727715e-01
-1.307935799947359712e+01,1.092557620121385575e+00,-1.493337411698518746e-01,2.117751056993283587e+00
-9.512788862472314477e+00,3.973021676994348717e+00,-9.269375345190423721e-01,4.530534609922222344e+00
-6.907199718291092694e+00,6.929079922147907133e+00,-2.986645338728658672e+00,6.492183325017456319e+00
-6.070056170160734510e+00,7.976595540359514125e+00,-5.193606264674921924e+00,7.032117533466506032e+00
-7.207313939821382576e+00,6.382631400477444927e+00,-5.894348770525025927e+00,6.357546731918437999e+00
-9.623805440666204802e+00,3.125127195859508156e+00,-3.974949108710175150e+00,5.463634183719457305e+00
-1.197425668560962464e+01,9.878186623669403532e-02,1.023374852293235659e-01,5.384757602349221628e+00
-1.309763840302647075e+01,-1.179431935611507276e+00,4.199466863736908806e+00,6.737313189296589400e+00
-1.253723339651906521e+01,-4.369210388970418135e-01,5.736740813577331899e+00,9.312458386105390673e+00
-1.036096535558801968e+01,1.361177932969014126e+00,3.556781678511693912e+00,1.184484651669662014e+01
-6.986020468576328746e+00,2.781270239169962633e+00,-1.013030977850698733e+00,1.275507191380114946e+01
