0.000000000000000000e+00,6.039613253960851580e-14,3.907985046680551022e-14,1.776356839400250149e-14,4.334310688136610629e-13
2.863534675615212466e-01,1.109096118610660930e+00,4.751976735167688370e-01,4.555172741053428731e-01,2.492981540620301306e+00
5.727069351230424932e-01,4.157009563568569099e+00,6.162952894525436376e-01,1.003724436852517998e+00,4.520647056257293350e+00
8.590604026845637398e-01,1.660408397672159753e+00,5.665146401254815833e-01,6.893338858029784966e-01,3.519935335812628185e+00
1.145413870246084986e+00,1.537674969739305952e+00,8.591650744548396945e-01,1.589641524141660600e+00,2.481855433639879926e+00
1.431767337807606122e+00,5.686043668187918065e+00,7.155126875380080076e-01,8.025594460289675602e-01,6.014877457479035350e+00
1.718120805369127480e+00,7.749501798062810032e-01,5.626590730904507121e-01,1.017739715778300802e+00,1.700705858196948750e+00
2.004474272930648837e+00,3.882008526512018776e+00,1.364349449950064574e+00,4.874239585928261675e-01,3.877069666456291142e+00
2.290827740492169973e+00,3.469927458852745783e+00,3.394655472767161841e-01,2.792101951343735067e-01,3.179121899515441996e+00
2.577181208053691108e+00,3.226479363419437973e+00,4.545773129775284027e-01,6.741080565761787824e-01,3.187593367936025324e+00
2.863534675615212244e+00,2.693187026228265779e+00,7.288883464583733041e-01,6.657356497852991994e-01,2.771177521982215897e+00
3.149888143176733823e+00,4.333250814532664918e+00,8.654284431039136471e-01,3.860386908471650780e-01,4.191932571008815778e+00
3.436241610738254959e+00,2.083552431231052271e+00,1.584264942602578163e-01,9.945337632116834081e-01,1.536086093566130906e+00
3.722595078299776095e+00,2.280428957833665393e+00,4.015358107925017794e-01,4.360581751758919600e-01,2.750395580173966792e+00
4.008948545861297674e+00,2.872055845213546732e+00,4.292898597927429227e-01,5.590175135609976032e-01,3.754676240929335496e+00
4.295302013422818810e+00,1.524709934345489071e+00,7.864480852324491622e-02,1.420837767802519414e-01,1.878307728545796973e+00
4.581655480984339945e+00,3.260377019513394092e+00,3.184923283596443055e-01,6.155018437192630865e-01,3.233126766600452839e+00
4.868008948545861081e+00,1.975565965905122123e+00,2.451872208534791042e-01,2.931188147371971420e-01,1.445193896385780441e+00
5.154362416107382217e+00,1.455869307876011876e+00,9.918580093843655521e-02,6.385952034585907766e-01,1.282718253348046344e+00
5.440715883668903352e+00,2.248438113024709306e+00,2.317787104835472012e-01,3.196339443543032011e-01,2.431716045932053927e+00
5.727069351230424488e+00,6.403689571067394670e-01,1.323860933206862656e-01,5.172378390373311152e-01,9.351777665814932083e-01
6.013422818791946511e+00,2.167867081307495614e+00,4.207853014211390130e-01,3.967596933495077249e-01,1.834003370343021411e+00
6.299776286353467647e+00,2.356093768186643622e+00,2.115124632011663453e-01,5.574639191126435911e-01,2.518663024857356714e+00
6.586129753914988783e+00,1.098988274933595966e+00,1.148927941138724040e-01,1.541574426310912405e-01,1.259717214893763870e+00
6.872483221476509918e+00,1.440733195504579678e+00,1.050146737711303180e+00,2.502140067274450375e-01,1.768123368781077787e+00
7.158836689038031054e+00,1.107131076314710638e+00,1.261318773034815661e-02,2.537426989565240085e-02,1.030356813885376921e+00
7.445190156599552189e+00,1.454008756103607691e+00,4.992512376681410013e-01,7.614400457202530337e-01,1.867530634506970655e+00
7.731543624161073325e+00,1.571418357638721286e+00,2.315753419747215436e-01,4.416735997862294982e-01,1.120580671768116376e+00
8.017897091722595349e+00,1.443679210110444755e+00,2.288117397130581543e-01,2.133110240067738472e-01,8.660547210438183097e-01
8.304250559284115596e+00,1.163233538223163555e+00,6.940040369759857830e-01,1.102002410761760004e-01,4.722986636493910900e-02
8.590604026845637620e+00,1.193603767605852184e+00,3.802108598424954189e-01,6.470984984409340612e-02,4.939494719318059945e-01
8.876957494407157867e+00,2.831841128854127643e+00,4.507885889403692725e-01,3.597903829451813973e-01,8.654706823051802056e-01
9.163310961968679891e+00,7.939290367643409008e-01,9.098804677119184392e-01,7.275953895494150503e-01,1.708283360145253837e+00
9.449664429530201915e+00,1.317177988146375656e+00,2.390152950726271430e-01,1.402945067608140362e-01,1.278536254797485228e+00
9.736017897091722162e+00,1.821017878812606572e+00,3.842906946189869055e-01,3.956818154005524169e-01,7.540778563958412395e-01
1.002237136465324419e+01,2.752499537725089152e+00,1.421716574619813767e-01,7.015155099108691950e-01,2.713298189436228469e+00
1.030872483221476443e+01,9.758268074138672921e-01,3.275454070299247400e-01,5.716462518532353654e-01,9.226839873304703010e-01
1.059507829977628646e+01,2.935581777203674303e+00,2.049333619795704886e-01,1.864001304305963336e-01,6.314241642163320734e-01
1.088143176733780670e+01,7.509673094682320915e-01,4.290375280170136141e-01,6.873073146781033538e-02,4.891424333691858362e-01
1.116778523489932873e+01,7.064804143194202135e-01,3.490586171447104258e-01,2.162258206225281532e-01,1.101070863257496701e-01
1.145413870246084898e+01,8.938324143196189064e-01,4.043250604850600061e-01,2.168274871741135423e-01,1.117353753012660933e+00
1.174049217002237100e+01,8.782408799315680747e-01,3.112382312118768812e-01,6.637655677380821517e-01,7.920087625639409268e-01
1.202684563758389302e+01,3.171595406079091295e-01,1.163512361346957791e-01,4.373914114947909104e-02,6.499019325167978423e-01
1.231319910514541327e+01,7.739023984743493845e-01,1.651515582981816221e-01,4.826774608085203644e-01,8.547019812310143738e-01
1.259955257270693529e+01,9.538256946930012692e-01,1.950198730285963578e-01,1.782054256808556780e-01,6.605354351731542728e-01
